	Title	ViewCount
5351	Designing a map for a fictional city	24344.0
45286	How can you possibly stop/kill a person who has the ability to stop time?	24331.0
43782	Would a full body diamond armor and sword guarantee survival and victory against a medieval battalion?	24278.0
98960	How fast can I flood the Netherlands entirely and permanently?	24265.0
64302	In a medieval setting, how far apart should towns be?	24152.0
108988	"Is there such thing as a ""one-person"" door?"	23737.0
64	How would having multiple moons affect tides?	23460.0
98120	What could people notice about someone who is two times as dense as a regular person?	23425.0
6888	Plausible Reasons for usage of Combat Mecha	22877.0
52190	Who is spreading the rumour that Santa isn't real?	22832.0
24067	Why would PMCs be in politically-unstable places, as opposed to waiting in comfort to be called?	22827.0
93730	Everything alive in the world dies this instant. Without bacteria to decompose anything, what happens to the remains? What does this look like?	22820.0
62916	What cheap modern items can I use to bribe medieval people?	22806.0
13185	Tomorrow is Groundhog Day... For everyone. How does society respond?	22725.0
31127	Humans can now run 40 mph. How do I keep the stupid people alive?	22649.0
18784	Would intelligent life evolve any other body plan than humanoid?	22554.0
78422	How would a medieval city get cold drinks?	22130.0
45336	Why would a country make a declaration of war instead of just invading?	22101.0
62324	Would somebody from the middle ages be able to identify an atomic / nuclear bomb?	22079.0
8029	Explaining uphill rivers scientifically?	21938.0
64014	How can I build a Nuclear Reactor in my backyard?	21755.0
546	What determines the length of a day on a planet?	21734.0
47193	How to solve the old 'gun on a spaceship' problem?	21683.0
8686	In what war would one modern military vehicle make a difference?	21421.0
58586	Why do aliens who visit us have higher tech than us? Couldn't they wait for us to have it too?	21243.0
62851	How do I keep my slaves happy?	21176.0
112327	A guy asked me to kill 15 trolls, how do I prove that I did it?	21108.0
1562	How effective are bomb shelters for nuclear attacks	21070.0
45369	Lembas bread (2000 Calories per bite)	20990.0
41948	Why would giant mechs use melee weapons?	20903.0
6603	How would society react if the existence of a god was scientifically proven?	20793.0
89442	How would people in 17th century Salem react to modern day clothing	20783.0
77665	"What is the least ""world changing"" reason why the government would pay for you to keep a llama during your 44th year of life?"	20712.0
97611	Humans are Gone: Do the Chickens Make It?	20701.0
55171	How quickly will government realize that I am printing money?	20576.0
55368	I have a program that hacks the banks and put money in my bank account. Can- and will- I get caught?	20562.0
53155	Socialist country with good economy?	20537.0
2056	What should three men and three women do if everyone else is dead?	20533.0
32994	How would I know if I were a 1 mm tall robot?	20522.0
52265	How could I have modern computers without GUIs?	20408.0
47147	Can Communism become a stable economic strategy? How?	20298.0
30670	If I went back in time, how could I handle being among the Black Death and survive?	20186.0
34580	What would make scientists realize they were on a flat world?	20154.0
46325	Modern soldiers carry axes instead of combat knives. Why?	20133.0
69340	What would be the possible issues with an IQ based voting system	20118.0
44388	How long would it take to create a Windows 1.0 capable machine from complete scratch?	20041.0
3300	How can I kill every human on earth?	19773.0
113298	Would a Moon made of water pose a threat to Earth during eclipses?	19642.0
87344	This sword is forged from meteorite iron - but how is that any good?	19476.0
110142	"""Slow"" teleportation"	19430.0
47137	Is there any job that can't be automated?	19374.0
19987	How would annually making all crime legal for 12 hours on the same day every year affect the US economy?	19124.0
5421	Can a nonspherical planet exist and can it be habitable?	19050.0
80734	How do you check if a room behind a door aboard a spaceship has an atmosphere/pressure?	18916.0
15749	How to best upgrade your Towel for military combat?	18754.0
84084	Could astronauts find their bearings in the Universe after being transported 6 gigalightyears from Earth?	18709.0
59988	How can I build a door to repel a horde of zombies?	18588.0
103778	My carrier pigeons have been replaced by spoons: how can I send messages?	18577.0
17994	Could an average person take over the world?	18567.0
3375	What would happen if the oxygen levels decreased by 15 percent?	18549.0
38612	Can plants survive without animals?	18470.0
2273	How might modern humans leave a message for 50,000 years?	18200.0
66863	How could an apocalypse kill off all adults -- leaving only those under the age of 18?	18119.0
80185	Why would a staff increase the magic power of a mage?	18116.0
92872	How to build a trap to last the ages?	18095.0
67834	How does a species who cannot distinguish left from right build their cities?	18049.0
95021	How can a colony of teleporters make the most money while keeping their teleportation a secret?	17984.0
38865	What is the fastest way for a robot with superhuman capabilities to make money?	17981.0
8387	Alternate alloys for weapons and armor?	17979.0
82862	In a world with very advanced computer science, how would people be taught sufficient programming skills?	17935.0
92443	How to completely destroy a city, without leaving clues for humanity 4,000 years later?	17910.0
18152	Would a submarine make a great spaceship?	17909.0
22147	Can Average Joe reboot the nuclear power plant?	17867.0
64566	Why Would Aliens Enslave Humans?	17860.0
102641	Plausible reason why my time machine can only go back a certain amount of time?	17823.0
8020	A Bird that Never Touches Ground	17818.0
39889	How long does it take bones to decay? Above Ground, Inside, Humid Environment	17770.0
229	What factors determine a planet's gravity?	17555.0
43932	If I travelled in time to 1979... would my smartphone's gps still work?	17450.0
68434	Is there a real life substance like movie acid?	17429.0
19396	How to enforce a Ban on Vegetarianism	17380.0
108447	How can I ensure my Evil Tower is always stormy?	17216.0
66723	How to keep a military technology secret while using it?	17186.0
62886	How to conceal my immortality without hiding for a hundred years?	17063.0
56765	Why would a God of Murder be worshipped by a society?	17052.0
26207	How long would it take for a U.S. dollar bill to rot?	16973.0
44451	Why do people in Cryogenic sleep not wear clothes?	16963.0
14179	How would a dragon be used in a modern military?	16946.0
56227	Why would any interstellar starship still bother with streamline body design?	16939.0
58197	Is it possible for an ocean to have a river flowing from it into a lake?	16860.0
1290	Creating a realistic world map - Currents, Precipitation and Climate	16794.0
52352	Why are there no toilets on the starship 'Exciting Undertaking'?	16667.0
86813	How can a Dragon keep humanity in check?	16607.0
15715	What percentage of a population can be part of a medieval military?	16567.0
1874	What would Earth be like right now without the Black Death?	16557.0
60979	How can a Horror from Beyond Reason reliably communicate with mortals?	16482.0
26016	Wearing a cape during combat?	16378.0
30688	How will our world change if all men suddenly die?	16361.0
13364	Do centaurs suckle from horse nipples or human nipples?	16342.0
47013	Could an intelligent civilization have existed on Earth before humans?	16320.0
58053	How can I provide reasons for racism?	16283.0
100791	What would induce a country to actively guard an empty wasteland?	16276.0
39428	How can I develop names for my fantasy land?	16156.0
84514	How long would it take to “domesticate” humans?	16120.0
99742	My time machine needs to know when it is	16096.0
39256	Would a 'World Tree' be feasible in real life?	16081.0
84197	Why might wizards be unable to wear armour?	16021.0
63851	The most secured, completely untraceable mobile phones in the world	16012.0
9064	How can I imprison a wizard who can walk through walls?	15973.0
43329	What would happen if an alien race gave us a computer capable of 2^256 calculations per second?	15958.0
39730	A method to cause maximum pain to a human	15948.0
49112	The 10'000 year skyscraper	15938.0
70923	"Can stone be ""recycled"" by melting and cooling it?"	15931.0
42325	I don't want to live on this planet anymore	15926.0
23793	Do mermaids lay eggs underwater or give birth to live young?	15917.0
72145	A believable place for your secret lair	15869.0
19203	How would a war between immortals be fought?	15862.0
102804	Logical reason why my dystopian government exiles rebels instead of killing them?	15852.0
53838	What would happen if all 433 nuclear reactors had meltdowns?	15823.0
19443	How long can a human reasonably remain unconscious and alive - given medieval technology	15787.0
98515	A mosque on Mars?	15769.0
43965	How would exposing a female warrior's (mostly) bare bottom help her in combat?	15764.0
38155	What's the most reasonable way to fit Monsters in your Pocket?	15757.0
20596	The AI that fails to be evil	15748.0
29158	Why fill a dungeon with puzzles?	15696.0
53059	What could make a star green?	15619.0
68459	Could a joke be funny enough to kill?	15569.0
91835	What shape of a ship would be most effective in real life space combat?	15540.0
51360	Military Tank drone, why are they not common yet?	15461.0
1550	Could a disaster kill all (human) life on Earth but leave astronauts in low orbit alive long enough to return?	15425.0
13544	What if the earth was physically split in half?	15386.0
82553	Why would technology dictate graphical interfaces to be rare on spaceships?	15376.0
12862	Could dinosaurs survive in today's environment?	15372.0
56534	Is it possible to make an alloy that melts at low temperatures and solidifies at high temperatures?	15330.0
49554	What crime would be illegal to uncover in medieval Europe?	15274.0
17426	If the insects declared war, who would win?	15252.0
55951	Travel time in Medieval times	15188.0
82274	Why would a large percent of an otherwise sane population regularly play a virtual game that could get them killed	15137.0
97614	Would a robot really need to use a heads up display (HUD)?	15133.0
16628	How to make a Sound Gun	15132.0
96552	What would happen if the Earth struck a tiny but immovable object	15122.0
99609	How would primitive peoples detect radiation?	15094.0
69882	How would an astronaut conclude he's on Earth, but 600 million years in the future?	15075.0
79583	How can Elsa's power fuel my Industrial Revolution?	15017.0
61794	An infinite train circling the planet that never stops	14819.0
108159	Why don't Vulcans just take the pills?	14807.0
108430	Given immortality can animals become intelligent?	14772.0
8817	What would a space fighter look like?	14770.0
24520	How to take down the internet?	14759.0
88321	Great Old Ones Limited, or Why does Cthulhu need a Company?	14750.0
49045	In the future, around year 2500, will only one language exist on earth?	14678.0
12260	How to keep humans pilots instead of AI in sci-fi future?	14616.0
102599	"Are ""Midas"" swords useless for warfare?"	14563.0
22277	"What's the most likely ""post democracy"" form of political government?"	14539.0
110024	If reality were frame-rate based, how could we detect it?	14525.0
6535	Could a Dwarven Civilization Exist?	14524.0
51488	Is it worth sending a manned mission to a black hole?	14501.0
38565	What modern technology would be most revolutionary to ancient Greeks?	14462.0
18071	What US states are most likely to rebel?	14454.0
823	Is a man-eating plant realistic?	14406.0
8601	What would be the impact of a modern programmer and laptop being dropped into World War II, possibly breaking Enigma?	14338.0
60601	How do Glass Ants create their tunnels?	14328.0
35967	How can I move a planet?	14316.0
78426	Why are escape pods used instead of transporters whenever an alarm sounds to abandon the ship?	14309.0
35704	What would happen to the internet if Google disappeared?	14227.0
89960	How could an ancient race warn the future in a universally understandable way?	14216.0
2012	If our universe was a simulation, what could a bug look like?	14197.0
31091	Could a large bird be used as transportation?	14186.0
63801	Is there any real reason for Dwarves not to have cavalry?	14183.0
106843	Could a really fast man catch a bullet?	14159.0
90317	A way of getting the water to the top of the tall building without electricity?	14142.0
72970	"How Long Could an ""Eternal"" Fire Last?"	14140.0
25026	How does Santa protect himself from IP lawsuits?	14103.0
70606	Why would society not cremate its dead in a world where necromancy is possible?	14098.0
10792	What does a medieval army cost?	14089.0
9866	How can Santa exist when adults buy the toys?	14074.0
40208	How do we tell if we're living in a virtual reality world?	14035.0
65288	Would a 4-dimensional being be able to see inside other people?	14005.0
14330	Could a human engineer comprehend alien electronics?	13962.0
25342	Would relatively primitive people really confuse technology with magic?	13946.0
57348	Everything Joe says will become true. Can anybody notice?	13942.0
2475	What would it take to build a bridge that crosses North Atlantic Ocean from Canada to Spain?	13919.0
35687	Would a 100% simulated war be a way to solve national conflict?	13901.0
77722	Reasons why healthy people would intentionally want to get infected?	13888.0
66952	Could a society use bullets as money?	13836.0
91536	What weapon of mass destruction could theoretically vaporize a whole solar system?	13834.0
71273	On a world with differently sized humans, how do I keep wages fair?	13822.0
45680	How can I prevent the collapse of the Soviet Union?	13799.0
4548	Are portals possible?	13781.0
74526	How can a race of eldritch abominations help humanity?	13755.0
38692	Is the whip sword feasible?	13723.0
28819	If an FTL spacecraft entered Earth orbit, how long would it take for humans to build a FTL spacecraft?	13716.0
101922	What mechanism can prevent super-healing heroes from accidentally budding?	13704.0
42905	Are gunswords feasible?	13605.0
24432	Everything Joe says is true. How can he get around it?	13602.0
4355	How would lack of sunlight affect a human population?	13596.0
77139	How would it make sense that spellbooks or grimoires teach only one spell?	13594.0
107377	What could possibly replace beer?	13593.0
87928	The land grows evil and corrupted ... but why?	13574.0
1926	How much force needed to blow open a planet?	13553.0
20353	Humanely reducing the human population?	13523.0
27305	Would a fighter pilot with an invincible space ship be able to conquer the galaxy?	13514.0
6536	Is there a theoretical maximum size for rocky planets?	13490.0
109624	Build an impregnable fortress in the middle ages with modern technology	13473.0
40013	Conquering a Metropolis with near-zero own casualties	13466.0
35283	Could humanity survive if all except a few males died in a plague?	13455.0
89818	How can a banker successfully (and safely) lend money to an autocrat?	13429.0
100958	Why might the government keep the gold at Fort Knox, even though super-villains steal it all the time?	13396.0
48585	How could a language that uses a single word extremely often sustain itself?	13395.0
103009	Which professions warranted travel in Medieval times?	13390.0
79650	Does a hive mind race need a written language?	13378.0
4279	Humans as Pets?	13342.0
83335	How can I destroy a great deal of infrastructure without killing many people?	13290.0
20822	Would a carbonfiber sword/katana be useful?	13280.0
81547	What kind of natural armor would stop bullets?	13266.0
40727	How could we time travel backwards without killing everyone with germs from the future?	13258.0
45098	What kind of realistic ranged weapons would be effective in spaceship combat?	13250.0
84681	A 40km diameter alien saucer is floating 2km above the ocean for a long time. What are the effects on the sea ecosytem below?	13244.0
2546	How would an aquatic race develop computers?	13228.0
28843	Is there a way to create a bomb to destroy a star?	13217.0
51735	Is space piracy orbitally practical?	13182.0
20229	How would a human livestock facility run by aliens operate?	13115.0
34528	Would a culture with magic consider it magic?	13083.0
48234	What kind of weapons could squirrels use?	13081.0
71629	How to monetize free energy without revealing its existence?	13063.0
22237	Are there any real world examples of where a desert and a swamp meet each other?	13056.0
107791	Best places to be on Earth when an all out nuclear World War III breaks out?	13015.0
5932	How would humanity enter a Dark Age?	12923.0
73248	How to secretly harvest/farm human beings as a primary food supply?	12871.0
6704	What if the speed of light were 100 times higher?	12816.0
67846	For how long after an apocalypse would modern cars remain usable?	12758.0
89056	Reason for an exterior control panel on a space ship	12752.0
42001	Is there any plausible reason for a robot's eyes to glow?	12751.0
97481	How would you bring wealth back to the past?	12720.0
69432	What natural phenomena could make an island unreachable?	12689.0
17815	How many humans can I abduct without getting noticed?	12684.0
21675	How many survivors would be left after a global nuclear war?	12680.0
89633	Why would a race with high longevity but low numbers be aggressive and warlike?	12676.0
8807	Is a world without any animals except humans possible and what would be the impacts?	12639.0
93520	Is there a liquid that could protect a human inside it from impact?	12619.0
101596	Teleportation without dying	12613.0
70109	Could a plant grow on a restrained, living human?	12610.0
107288	How can waste from the body be removed without being expelled from the anus?	12601.0
112067	If soul reincarnation is real, then with an increasing population, why doesn't the world run out of souls?	12580.0
62335	Which major solar system body could most realistically be artificial?	12567.0
80823	Could a Roman Empire style civilization exist without slavery?	12551.0
78683	Suppose the Orcs are mammals, why is their skin green?	12532.0
53258	Ugh, I'm stuck in an orbital spaceport. But why?	12526.0
102406	If a large space ship crashes on a planet, what could kill passengers without obliterating the ship?	12526.0
50245	What difficulty would the Roman Empire have besieging a fantasy kingdom's 49 m wall?	12522.0
100640	How does a time traveler prove he or she is from the near past?	12520.0
37970	Are nuclear weapons useful in space?	12513.0
50169	Why do governments not execute or otherwise permanently contain super villains?	12466.0
29731	Are there logical gaps in the periodic table in which you could insert a new mystery element for use as a fuel?	12454.0
10252	What is the least expensive way to annihilate humanity?	12435.0
37005	"Effects of ""know before you vote"" political system"	12431.0
1858	A World Without Mathematics	12429.0
63222	"Create a world where Necromancy isn't considered as an ""evil"" type of magic"	12429.0
43666	Why would the government ban flamethrowers in a zombie apocalypse?	12406.0
77366	What would be the possible benefits of pointed ears?	12390.0
106056	"Anatomically correct ""XKCDius lethalissimus"""	12365.0
26305	"Could a creature evolve a biological ""bulletproof vest""?"	12351.0
20968	How can a pacifist country protect itself?	12345.0
102813	Tattoo barcodes: are they worth the hassle?	12329.0
111211	How could elves survive without any fat cell in their body?	12308.0
104370	Is a pig-mounted cavalry possible?	12270.0
94021	How to monetize uploaded consciousness?	12268.0
60409	What is the hardest wood possible, and where would this be a practical material?	12266.0
109214	How to monetize magical mirrors in today's world?	12259.0
43216	How would aluminium work as medieval armor?	12241.0
69961	Ensuring an endless war, and an endless stalemate	12208.0
69054	Could extreme climate zones exist next to each other?	12180.0
103370	Why would a Dystopian government promote education to its citizens, instead of ignorance?	12167.0
112416	Make slimes great again, but how?	12156.0
42859	Is roof-hopping through a city realistic?	12148.0
64281	How fast would a sword need to be to avoid getting blood on it?	12110.0
106622	"Awesomeness powered magic - why would a group of awesome magicians want to keep their ""kryptonite"" near them?"	12102.0
51306	How to find out a year I'm in?	12096.0
44718	How to protect shops in the medieval era against thievery?	12074.0
53028	How to be hidden from world for a year	12071.0
47180	How can there be different religions in a world where gods have been proven to exist?	12066.0
46282	How much could a time traveler earn from selling 2016 tech having traveled back to 2000?	12063.0
2693	What do you call a son of a Lord?	12063.0
2734	Could communism become a strong alternative to capitalism in the future?	12061.0
95911	What can be used as a money in a high-fantasy magic world where noble metals are in practical use?	12025.0
40879	Practicality of chainsaws as weapons in the medieval-ages and how to improve them?	12003.0
107995	How would merfolk society dispose of their dead? And would disposing of the bodies in the ocean have any negative effect on marine life?	11993.0
101915	Why would a healing factor superhero still be afraid of things?	11989.0
103194	I travel back in time: how could I know when I landed?	11982.0
2232	How long would it take for a new intelligent species to evolve if humans disappeared?	11975.0
48530	How to explain the use of high-tech bows instead of guns	11951.0
37041	How to introduce my perpetual motion invention to the scientific community?	11946.0
1920	Can life exist on planets like Mercury?	11945.0
84818	Charging phone in medieval times	11910.0
10146	What's the most entertaining way to prove to someone that they aren't real?	11897.0
43232	Would a wound from a monomolecular blade instantly heal?	11891.0
75357	How can I explain a one-shot, slow-to-reload laser sidearm?	11890.0
7729	Are flying plants possible?	11879.0
105994	Could a submarine built during the cold war maintain pressure underwater for 50 years?	11865.0
50909	Should immortal women have periods?	11858.0
66280	How can I make guns available, but not swords?	11849.0
65500	How would someone destroy a dam in a world without explosives?	11847.0
66311	Mineral that explodes when cooling down	11800.0
21407	Architecture of the perfect zombie apocalypse refuge	11797.0
56890	Assassinate a semi-omniscient crime lord	11795.0
21558	How can I get my DeLorean to 88 miles per hour without a train?	11742.0
1382	Could underwater living organism create technology?	11727.0
48119	How long could the sun be turned off without overly damaging planet Earth + humanity?	11700.0
87510	How can a fish that explodes by itself prosper enough to reproduce on a grand enough scale to persist as a species?	11700.0
6471	Poisoned close-combat weaponry -- practical implementations?	11684.0
80176	Why does the Conjoined Alliance of Space Travellers keep producing red uniforms?	11677.0
32581	What would it feel like on the surface of a planet while it collides with another planet?	11666.0
78846	If my world is flat (obviously not possible) how would I explain the edges?	11658.0
111035	The first McDonald's restaurant on Mars	11628.0
6648	Effects of a human moving faster than sound	11609.0
73861	Biological CPUs - why would the developed world fear them?	11585.0
59270	Non-relativistic FTL is trivial. Why are spaceships mostly pretty small?	11583.0
52571	Alien number systems - Is the decimal system special?	11529.0
67989	Sword in the rock - make it last the ages	11518.0
34435	Why would the richest and strongest country on Earth consistently fail at Big Projects?	11513.0
83304	What size would a diamond made from a human be?	11511.0
49574	Would we find alien music meaningful?	11503.0
48649	Why is the bridge on smaller spacecraft at the front but not in bigger vessels?	11468.0
21061	Is it plausible to have two written forms of one spoken language that are so different as to be indecipherable?	11460.0
92727	Why would a god tolerate an impostor in his church?	11458.0
53938	Where should a galactic capital be?	11454.0
84980	Designing an animal that wants to be eaten	11447.0
74384	Can I reduce the crime rate by penalizing criminals' children socially?	11431.0
97717	Plausible cause of a family only giving birth to females?	11429.0
57170	For fiction purposes, are there any reserved or non-existent top-level-domains writers can use in stories?	11412.0
102951	Logical reason why dystopian government controls what people wear?	11408.0
64080	What is the minimum radius of a circular corridor for the walls to appear straight?	11384.0
73707	Can a human survive acceleration from 0 km/h to 310 km/h, and then back down to 0 km/h, all in 500 meters?	11370.0
28290	What does the Minotaur eat?	11360.0
3273	How long would it take to remove all trace of a civilisation, with malice and intent?	11350.0
101788	Explanation as to why Male/Female Wizards have sexy bodies	11317.0
88055	What single change would have given the best chance for the Allies to win the Battle of France in early WWII	11307.0
82030	Is pregnancy in zero-g a barrier to long term space living?	11306.0
23040	Could I have a culture where stealing is not wrong?	11298.0
6953	How long will it take human population to exceed one trillion?	11290.0
36614	Is Cancer Biologically Universal?	11288.0
38351	My star will explode as a supernova. What can I do in order to ensure that my planet survives that?	11287.0
95753	"Advantages of ""Spider Mechs"" over Tanks?"	11282.0
111591	How to defend when attacked by an avian species?	11278.0
297	Is there a maximum size an ocean bound creature could grow to?	11254.0
57360	Can there be a planet with no dust?	11242.0
97248	Why would anyone build robots when they have human rights?	11237.0
7476	How to Defeat a Precognitive Warrior?	11230.0
51641	Are endothermic bombs possible?	11230.0
101214	What are the effects of slicing the Earth in half with a particle beam?	11206.0
57921	Why can vampires only drink human blood?	11193.0
24101	Anatomically Correct Santa	11186.0
19134	A person from medieval times comes into our time. What would he notice first?	11173.0
94137	Shapes for an infinite animal?	11172.0
88920	How would people conceivably escape a planet too large for chemical rockets?	11160.0
50479	Can guns be rendered unusable by changing the atmosphere?	11148.0
13526	What single element could destroy the world?	11147.0
32319	What would be the best way to get clean, drinkable water in a medieval city?	11145.0
34794	Why would merfolk have hair?	11137.0
45293	How to Kill the Thought-Crime Killer	11135.0
52394	Most useful knowledge from the 30's to understand current state of computers & networking?	11133.0
16621	Wooden sticks are the only allowed weapons in a technological society - how far would these weapons have progressed by now?	11125.0
22396	Concealing my earth-changing invention	11117.0
75573	What possible scientific reasons could there be for a vampire to only be killable via wooden stake to the heart?	11115.0
94284	The gun which makes no sound	11091.0
6368	How could a group of 6 people destroy an army?	11062.0
45450	How to tell a clone apart?	11056.0
66273	What if a portal is opened from the Mariana trench to the Sahara desert?	11049.0
90771	Is it feasible to have a literal ivory tower?	11042.0
99234	In a cemetery, what evidence could be found that humans were intelligent and had technology?	11032.0
38759	Why should humans risk a robot apocalypse by modifying Asimov's laws?	11012.0
37531	How might telekinesis and pyrokinesis work if they were possible?	10991.0
105263	Making the 'Master Swordsman' fantasy realistic?	10948.0
2574	What if the Germans captured Moscow in WWII?	10932.0
90584	Does my shipboard computer slow down as I approach light speed?	10903.0
29414	Would gorillas with human-level intelligence make effective soldiers?	10900.0
48230	Is this alternate history plausible? (Hard Sci-Fi, Realistic History)	10847.0
1442	Where in the solar system is the most viable place to put my colonists, after Mars and Luna?	10831.0
11086	Deadly, Heavier than Air Gas	10819.0
76481	Being reborn with your memories - Knowledge is power, but how much?	10816.0
57873	How could immortal children age faster than immortal adults?	10794.0
10008	How much antimatter would we need in order to wipe out all humans, eradicate all animals and blow up the Earth?	10787.0
110480	How can a person be kept alive while being periodically drained of blood?	10778.0
2317	Are there techniques for creating alien or foreign sounding names?	10774.0
105206	Why might the dystopian government make its policemen patrol in fours?	10772.0
49797	How do I make an alien technology feel alien?	10767.0
94234	"Is there something like ""Open Source Elvish""?"	10767.0
33697	A person with no magic in a magic dependent world	10747.0
70710	Is there a scientifically valid explanation for a circle of islands?	10742.0
88372	How recently could a god be born?	10723.0
86467	How could a natural road form across a sea?	10718.0
101648	Could an advanced alien race prevent the death of the universe?	10669.0
94897	In what era or tech level in earth's history did people have the ability to cross a super-earth's ocean 50,000 km wide?	10644.0
63269	How can an unimaginably huge life form reliably communicate with mortals?	10639.0
4804	Plausible explanation for lack of reflection in a mirror	10638.0
9396	A Most Subtle Magic	10620.0
50811	Why would a language be undubbable by universal (machine) translator?	10616.0
103623	Why would witches create warlocks when it makes them weaker?	10616.0
113382	Is it possible to perform surgery on your own spine?	10611.0
53959	How would people living in eternal day learn that stars exist?	10603.0
34718	What scientifically would make it possible that certain large bodies of water be impassable?	10589.0
17563	Is mathematics a truly universal language?	10586.0
77762	Could the Romans have colonised the New World?	10578.0
72138	"Could you have more than one building in the same spot by ""stacking"" them in 4th dimensional space?"	10566.0
64524	Stumped: What would replace 'names' in an alternate history?	10563.0
104497	How can prostitution be made acceptable in a religiously conservative society?	10555.0
26005	What would an Earth with no timezones be like?	10546.0
108578	How do I make a space battle both realistic, with physics in play such as no sound and weird motion, but also very epic and intense still?	10531.0
68808	What realistic way could limit an FTL drive to only travelling between stars?	10499.0
53619	Why would a decision making machine decide to destroy itself?	10492.0
88834	How would the indigenous peoples of North America have developed in the absense of the Europeans?	10473.0
57490	How does vampire-dad keep the masquerade to his daughter	10467.0
54246	Could aliens colonize Earth without realizing humans are people too?	10465.0
112857	Spiders In Space: How to design a space suit for an arachnid?	10460.0
73217	How would I make guns uncreatable in a post-apocalyptic world?	10457.0
597	Explaining where energy comes from to power magic	10454.0
13514	Let's weaponize jellyfish	10449.0
65943	Creating a uncopyable physical key	10446.0
4083	The Challenge of Controlling a Powerful AI	10444.0
70085	Would bigger space war ships be actually better or not?	10432.0
45458	Can I send S.O.S in space with just a conventional cellphone?	10424.0
51395	Truth Stone: Effects on the justice system, and criminal world	10418.0
92297	Would earthlike planets in other solar systems have well-known Earth gemstones such as rubies, emeralds and sapphires?	10416.0
8788	Could a Tank Survive a Nuclear Blast?	10407.0
13411	How would we compile our code if all our binaries disappeared?	10404.0
48027	How do spaceship-mounted railguns not destroy the ships firing them?	10395.0
73939	Would 'magic' muskets be a significant advantage over actual muskets?	10378.0
30618	1 Light Year Diameter Planet	10376.0
1764	What happens to a human who receives more information than the brain can process?	10365.0
4071	How would two ships travelling at light speed communicate with one another?	10362.0
18817	How can a single person with unlimited lifetimes and persistent memory affect the world?	10359.0
